src_form,tgt_form,tgt_lang,meaning,sem_field,sem_cat,ID,Target_Form_ID,Target_Form_Row_ID,Target_WOLD_ID,Target_Language_ID_CLDF,Target_Glottocode,Source_Language,Source_Glottocode,Parameter_ID,Concepticon_ID,Concepticon_Gloss,Target_Borrowed,Target_Borrowed_Score,Borrowing_Comment,Borrowing_Source,label_loan,neg_type,pair_source,src_form_norm,tgt_form_norm,row_uid
uuq',uq'm,Q'eqchi',the hand,The body,Noun,21345.0,Qeqchi-4-33-1,41045.0,34.0,34.0,kekc1242,Ch’olan,,4-33,1277.0,HAND,3. perhaps borrowed,0.5,,,1,positive,wold_positive,uuq',uq'm,pos_0020343
čiabu,frère,Sakha,the shoe,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,čiabu,frère,noncognate_external_0001015
precipice,precipice,English,the cliff or precipice,The physical world,Noun,10033.0,English-1-222-2,6968.0,13.0,13.0,stan1293,French,stan1290,1-222,618.0,PRECIPICE,1. clearly borrowed,1.0,,,1,positive,wold_positive,precipice,precipice,pos_0009603
ɜraːχ,sürekx,Hausa,the twins,Kinship,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ɜraːχ,sürekx,noncognate_external_0000866
sürex,dschuragym,Hawaiian,the wheel,Motion,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,sürex,dschuragym,cognate_external_0001141
алыҫ,ырах,Japanese,the tool,Basic actions and technology,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,алыҫ,ырах,cognate_external_0008742
aši·ksna,ašuldums,Romanian,to die,The body,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,aši·ksna,ašuldums,cognate_external_0009087
ɟʝyrek,дёло,Thai,the injection,Modern world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ɟʝyrek,дёло,noncognate_external_0007683
hà,mońgan,Swahili,the (woman's) dress,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,hà,mońgan,noncognate_external_0006650
aɣulǯa,sʉræx,Selice Romani,the motor,Modern world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,aɣulǯa,sʉræx,noncognate_external_0003555
ioрекъ,юрáкъ,English,the banyan,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ioрекъ,юрáкъ,cognate_external_0007928
*jürek,dschurak,Indonesian,the religion,Religion and belief,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,*jürek,dschurak,cognate_external_0000481
wéiyī,yuiitsu,Japanese,only,Quantity,Function word,2442.0,Japanese-13-33-2,21095.0,21.0,21.0,nucl1643,Chinese,mand1415,13-33,1580.0,ONLY,1. clearly borrowed,1.0,,,1,positive,wold_positive,wéiyī,yuiitsu,pos_0002368
syrex,ʨʏrek,Ket,to divide,Spatial relations,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,syrex,ʨʏrek,cognate_external_0000797
falco,fāšu,Tarifiyt Berber,the eagle,Animals,Noun,5228.0,TarifiytBerber-3-584-1,1487.0,6.0,6.0,tari1263,Latin,,3-584,1905.0,EAGLE,1. clearly borrowed,1.0,,,1,positive,wold_positive,falco,fāšu,pos_0004978
loup,jɘrjæk,White Hmong,the chili pepper,Food and drink,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,loup,jɘrjæk,noncognate_external_0002734
akšə̑·lgə̑ftə̑ms,aksu,Vietnamese,the mother's brother,Kinship,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,akšə̑·lgə̑ftə̑ms,aksu,noncognate_external_0008601
amai̯xji,măin,Hausa,to row,Motion,Verb,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,amai̯xji,măin,noncognate_external_0009446
*lambaz,lām'pes',Kildin Saami,the ewe,Animals,Noun,4007.0,KildinSaami-3-28-1,26227.0,14.0,14.0,kild1236,Germanic,,3-28,1345.0,EWE,1. clearly borrowed,1.0,,,1,positive,wold_positive,*lambaz,lām'pes',pos_0003919
акшы͂лгы͂фты͂мс,akšə̑lgə̑ftə̑ms,Kildin Saami,the glove,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,акшы͂лгы͂фты͂мс,akšə̑lgə̑ftə̑ms,cognate_external_0004724
buχar,buχar,Archi,the chimney,The house,Noun,8724.0,Archi-7-33-1,518.0,16.0,16.0,arch1244,Arabic,stan1318,7-33,1305.0,CHIMNEY,1. clearly borrowed,1.0,,,1,positive,wold_positive,buχar,buχar,pos_0008326
чиря̀,iю́ряхъ,English,the fowl,Animals,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,чиря̀,iю́ряхъ,cognate_external_0000625
jurjuk,aɣoga,Tarifiyt Berber,bad,Emotions and values,Adjective,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,jurjuk,aɣoga,noncognate_external_0006013
kapkan,capcană,Romanian,the trap,Warfare and hunting,Noun,12272.0,Romanian-20-64-1,44728.0,8.0,8.0,roma1327,Turkish,nucl1301,20-64,1075.0,TRAP (PITFALL),1. clearly borrowed,1.0,,,1,positive,wold_positive,kapkan,capcană,pos_0011722
sʉræx,häčvä,Takia,to row,Motion,Verb,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,sʉræx,häčvä,noncognate_external_0008581
chĭyín 齒齦,shigin,Japanese,the gums,The body,Noun,2318.0,Japanese-4-271-2,20099.0,21.0,21.0,nucl1643,Chinese,mand1415,4-271,139.0,GUMS,1. clearly borrowed,1.0,,,1,positive,wold_positive,chĭyín 齒齦,shigin,pos_0002255
amaskiː,pɜlmu,Iraqw,the coin,Possession,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,amaskiː,pɜlmu,noncognate_external_0006843
aɣoga,čiabu,Tarifiyt Berber,the enemy,Social and political relations,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,aɣoga,čiabu,noncognate_external_0000999
mirosati,a mirosi,Romanian,to smell(1),Sense perception,Verb,12043.0,Romanian-15-21-1,44286.0,8.0,8.0,roma1327,Slavic,,15-21,1587.0,SMELL (STINK),1. clearly borrowed,1.0,,,1,positive,wold_positive,mirosati,a mirosi,pos_0011494
ɟɵʟo,múina,English,the mirror,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ɟɵʟo,múina,noncognate_external_0005252
roeper,rappa,Japanese,the horn or trumpet,Speech and language,Noun,15614.0,Japanese-18-73-4,21527.0,21.0,21.0,nucl1643,Dutch,dutc1256,18-73,2136.0,BRASS INSTRUMENT (HORN OR TRUMPET),1. clearly borrowed,1.0,,,1,positive,wold_positive,roeper,rappa,pos_0014822
koffie,coffee,English,the coffee,Modern world,Noun,10666.0,English-23-91-1,8460.0,13.0,13.0,stan1293,Dutch,dutc1256,23-91,1299.0,COFFEE,1. clearly borrowed,1.0,,,1,positive,wold_positive,koffie,coffee,pos_0010231
о́ша,о́шо,Tarifiyt Berber,the attack,Warfare and hunting,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,о́ша,о́шо,cognate_external_0005350
dsjöllo,tuɛ,Old High German,the camel,Animals,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,dsjöllo,tuɛ,noncognate_external_0008909
upavāsa,berpuasa,Indonesian,to fast,Religion and belief,Verb,14446.0,Indonesian-22-26-1,18310.0,27.0,27.0,indo1316,Sanskrit,sans1269,22-26,303.0,ABSTAIN FROM FOOD,1. clearly borrowed,1.0,,,1,positive,wold_positive,upavāsa,berpuasa,pos_0013787
ag,ašo,Kildin Saami,the trousers,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ag,ašo,noncognate_external_0004185
йөрәк,ioрю̂къ,Wichí,the village,Social and political relations,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,йөрәк,ioрю̂къ,cognate_external_0001842
mɨsk,йӧрӓк,Hup,the duck,Animals,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mɨsk,йӧрӓк,noncognate_external_0000541
iaring,yariŋ,Takia,the earring,Clothing and grooming,Noun,1372.0,Takia-6-77-1,53945.0,29.0,29.0,taki1248,Tok Pisin,tokp1240,6-77,770.0,EARRING,1. clearly borrowed,1.0,,,1,positive,wold_positive,iaring,yariŋ,pos_0001347
čiabu,dschálo,Swahili,the army,Warfare and hunting,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,čiabu,dschálo,noncognate_external_0001629
йөрәк,jʉrǝk,Romanian,the soldier,Warfare and hunting,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,йөрәк,jʉrǝk,cognate_external_0001828
ɨraːx,ɯɾᴀːẍ̠,Selice Romani,the mood,Emotions and values,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ɨraːx,ɯɾᴀːẍ̠,cognate_external_0008471
sĭwáng,shibō (2),Japanese,to die,The body,Verb,2590.0,Japanese-4-75-2,20217.0,21.0,21.0,nucl1643,Chinese,mand1415,4-75,1494.0,DIE,1. clearly borrowed,1.0,,,1,positive,wold_positive,sĭwáng,shibō (2),pos_0002508
əra:x,aŋga,English,to command or order,Social and political relations,Verb,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,əra:x,aŋga,noncognate_external_0009334
"*pwá (斧, fǔ)",búa,Vietnamese,the hammer,Basic actions and technology,Noun,6565.0,Vietnamese-9-49-1,59062.0,24.0,24.0,viet1252,Old Chinese,,9-49,1481.0,HAMMER,2. probably borrowed,0.75,,,1,positive,wold_positive,"*pwá (斧, fǔ)",búa,pos_0006253
чирѐ,dschurak,Tarifiyt Berber,the plot,Social and political relations,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,чирѐ,dschurak,cognate_external_0000755
bihaya-,pihayab,Bezhta,cheap,Possession,Adjective,18768.0,Bezhta-11-89-1,3778.0,15.0,15.0,bezh1248,Avar,avar1256,11-89,1887.0,CHEAP,1. clearly borrowed,1.0,,,1,positive,wold_positive,bihaya-,pihayab,pos_0017851
voan-emba,bwenm,Seychelles Creole,the bean,Food and drink,Noun,19429.0,SeychellesCreole-5-66-3,50192.0,7.0,7.0,sese1246,Malagasy,plat1254,5-66,832.0,BEAN,1. clearly borrowed,1.0,,,1,positive,wold_positive,voan-emba,bwenm,pos_0018489
ašolgadoms,ašu,Lower Sorbian,the priest,Religion and belief,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ašolgadoms,ašu,cognate_external_0009031
laqqat'a,řqəđ',Tarifiyt Berber,to pick up,Spatial relations,Verb,13975.0,TarifiytBerber-12-212-2,2320.0,6.0,6.0,tari1263,Classical Arabic,,12-212,371.0,PICK UP,1. clearly borrowed,1.0,,,1,positive,wold_positive,laqqat'a,řqəđ',pos_0013347
akšə̑ptə̑ms,mə̀t,English,the grandchild,Kinship,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,akšə̑ptə̑ms,mə̀t,noncognate_external_0007349
jerәk,syrex,Takia,the town,Social and political relations,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jerәk,syrex,cognate_external_0006240
winkel,béngkél,Indonesian,the workshop,Modern world,Noun,9711.0,Indonesian-23-58-1,18390.0,27.0,27.0,indo1316,Dutch,dutc1256,23-58,1677.0,WORKSHOP,1. clearly borrowed,1.0,,,1,positive,wold_positive,winkel,béngkél,pos_0009288
purI,burii,Thai,the town,Social and political relations,Noun,20621.0,Thai-19-15-3,56568.0,23.0,23.0,thai1261,Pali,,19-15,1391.0,TOWN,1. clearly borrowed,1.0,,,1,positive,wold_positive,purI,burii,pos_0019620
häčvä,širdis,Kanuri,Wednesday,Time,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,häčvä,širdis,noncognate_external_0004901
xɛmu,ˈpɤ̹̽ɱu˥,Hausa,to weigh,Possession,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,xɛmu,ˈpɤ̹̽ɱu˥,cognate_external_0008958
светец (светц-),sveco,Selice Romani,the holiday,Religion and belief,Noun,1165.0,SeliceRomani-22-99906-1,49412.0,9.0,9.0,west2376,Bulgarian,bulg1262,22-99906,,,1. clearly borrowed,1.0,,,1,positive,wold_positive,светец (светц-),sveco,pos_0001150
aɣula,osch-kol,Archi,the soldier,Warfare and hunting,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,aɣula,osch-kol,noncognate_external_0002292
zəħħəf,zəħħəf,Tarifiyt Berber,to limp,Motion,Verb,5466.0,TarifiytBerber-10-451-1,2185.0,6.0,6.0,tari1263,Arabic (Moroccan),moro1292,10-451,366.0,LIMP,1. clearly borrowed,1.0,,,1,positive,wold_positive,zəħħəf,zəħħəf,pos_0005199
djolo,dscholo,Selice Romani,the spectacles/glasses,Modern world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,djolo,dscholo,cognate_external_0003071
*medja- ~ medžia-,miehc',Kildin Saami,to hunt,Warfare and hunting,Verb,4398.0,KildinSaami-20-61-1,27386.0,14.0,14.0,kild1236,Baltic,,20-61,1435.0,HUNT,2. probably borrowed,0.75,,,1,positive,wold_positive,*medja- ~ medžia-,miehc',pos_0004299
акшы͂лгы͂фты͂мс,akšə̑·lgə̑ftə̑ms,Selice Romani,the television,Modern world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,акшы͂лгы͂фты͂мс,akšə̑·lgə̑ftə̑ms,cognate_external_0004719
čiabu,त्रि,Tarifiyt Berber,the envy or jealousy,Emotions and values,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,čiabu,त्रि,noncognate_external_0003903
jarrmib,jarrmip karri-,Gurindji,to share,Possession,Verb,19948.0,Gurindji-11-91-1,10271.0,31.0,31.0,guri1247,Jaminjung,djam1255,11-91,884.0,SHARE,2. probably borrowed,0.75,,,1,positive,wold_positive,jarrmib,jarrmip karri-,pos_0018992
bujang,bujaŋ,Ceq Wong,the young man,Kinship,Noun,8961.0,CeqWong-2-251-1,4482.0,26.0,26.0,chew1245,Malay,stan1306,2-251,76.0,YOUNG MAN,1. clearly borrowed,1.0,,,1,positive,wold_positive,bujang,bujaŋ,pos_0008558
hjarta,jurak,Otomi,the market,Possession,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,hjarta,jurak,cognate_external_0007808
number,namba,Takia,the number,Modern world,Noun,13033.0,Takia-23-39-1,54722.0,29.0,29.0,taki1248,English,stan1293,23-39,1356.0,NUMBER,1. clearly borrowed,1.0,,,1,positive,wold_positive,number,namba,pos_0012483
hjarta,sürex,Saramaccan,the wine,Food and drink,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,hjarta,sürex,cognate_external_0006567
tɐ̞wɐ̞ksɨ,dschálo,Japanese,the blame,Emotions and values,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,tɐ̞wɐ̞ksɨ,dschálo,noncognate_external_0006755
त्रि,trys,Gurindji,the father's sister,Kinship,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,त्रि,trys,cognate_external_0005859
fìtílàa,fàtə́là,Kanuri,the lamp or torch,The house,Noun,17789.0,Kanuri-7-45-1,23834.0,5.0,5.0,cent2050,Hausa,haus1257,7-45,2131.0,TORCH OR LAMP,1. clearly borrowed,1.0,,,1,positive,wold_positive,fìtílàa,fàtə́là,pos_0016905
*tkOO?,kɔ̀,Thai,the island,The physical world,Noun,20661.0,Thai-1-25-1,54779.0,23.0,23.0,thai1261,Proto-Mon-Khmer,,1-25,622.0,ISLAND,2. probably borrowed,0.75,,,1,positive,wold_positive,*tkOO?,kɔ̀,pos_0019659
domingo,"domiin, tumink, romink",Q'eqchi',Sunday,Time,Noun,3801.0,Qeqchi-14-62-1,42110.0,34.0,34.0,kekc1242,Spanish,stan1288,14-62,1699.0,SUNDAY,1. clearly borrowed,1.0,,,1,positive,wold_positive,domingo,"domiin, tumink, romink",pos_0003713
mǖre,mə̄i,Romanian,the envy or jealousy,Emotions and values,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,mǖre,mə̄i,cognate_external_0003648
ɕyrɛ́k,jəraq,Saramaccan,the cloud,The physical world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ɕyrɛ́k,jəraq,noncognate_external_0009226
akšə̑lgə̑ftə̑ms,ашо,Indonesian,to teach,Cognition,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akšə̑lgə̑ftə̑ms,ашо,cognate_external_0009507
paṇḍita,pandai,Indonesian,clever,Emotions and values,Adjective,14578.0,Indonesian-16-84-4,17970.0,27.0,27.0,indo1316,Sanskrit,sans1269,16-84,1310.0,CLEVER,2. probably borrowed,0.75,,,1,positive,wold_positive,paṇḍita,pandai,pos_0013918
mantel,mantel,Indonesian,the coat,Clothing and grooming,Noun,9540.0,Indonesian-6-43-1,17054.0,27.0,27.0,indo1316,Dutch,dutc1256,6-43,603.0,COAT,1. clearly borrowed,1.0,,,1,positive,wold_positive,mantel,mantel,pos_0009125
tuγəɲiː,túksu,Hausa,to pray,Religion and belief,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,tuγəɲiː,túksu,cognate_external_0005736
électricité,trisinti,Tarifiyt Berber,the electricity,Modern world,Noun,13917.0,TarifiytBerber-23-17-1,2876.0,6.0,6.0,tari1263,French,stan1290,23-17,59.0,ELECTRICITY,1. clearly borrowed,1.0,,,1,positive,wold_positive,électricité,trisinti,pos_0013298
"saɣarmaɣ (Literary Mongolian), haːrmag (Buryat)",saːrbaχ,Sakha,the doubt,Cognition,Noun,17468.0,Sakha-17-43-2,46220.0,19.0,19.0,yaku1245,Mongolic,,17-43,1308.0,DOUBT,1. clearly borrowed,1.0,,,1,positive,wold_positive,"saɣarmaɣ (Literary Mongolian), haːrmag (Buryat)",saːrbaχ,pos_0016613
"或, huò",hoặc,Vietnamese,or,Cognition,Function word,6716.0,Vietnamese-17-54-1,59550.0,24.0,24.0,viet1252,Chinese,mand1415,17-54,1014.0,OR,1. clearly borrowed,1.0,,,1,positive,wold_positive,"或, huò",hoặc,pos_0006404
акша,jørek,Imbabura Quechua,to swear,Law,Verb,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,акша,jørek,noncognate_external_0001426
ted,ted,Takia,third,Quantity,Function word,1465.0,Takia-13-42-1,54356.0,29.0,29.0,taki1248,Tok Pisin,tokp1240,13-42,1859.0,THIRD,1. clearly borrowed,1.0,,,1,positive,wold_positive,ted,ted,pos_0001436
aɣula,ɨraːx,Takia,the rice,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,aɣula,ɨraːx,noncognate_external_0004575
mɨsk,akšu,Selice Romani,Saturday,Time,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mɨsk,akšu,noncognate_external_0002471
tːʉ͡wʕɛ˥˩,tuγoniː,Tarifiyt Berber,to liberate,Social and political relations,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,tːʉ͡wʕɛ˥˩,tuγoniː,cognate_external_0000186
gondzi,òndry,Malagasy,the sheep,Animals,Noun,2966.0,Malagasy-3-25-1,29477.0,28.0,28.0,plat1254,Bantu,,3-25,1331.0,SHEEP,1. clearly borrowed,1.0,,,1,positive,wold_positive,gondzi,òndry,pos_0002879
mońgan,ošó,Manange,ready,Time,Adjective,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mońgan,ošó,noncognate_external_0003626
tápês,tep(p)it,Old High German,the rug,Basic actions and technology,Noun,15150.0,OldHighGerman-9-771-1,36259.0,11.0,11.0,oldh1241,Greek,mode1248,9-771,292.0,RUG,1. clearly borrowed,1.0,,,1,positive,wold_positive,tápês,tep(p)it,pos_0014489
"豆, dòu",đậu,Vietnamese,the bean,Food and drink,Noun,6503.0,Vietnamese-5-66-1,58800.0,24.0,24.0,viet1252,Chinese,mand1415,5-66,832.0,BEAN,1. clearly borrowed,1.0,,,1,positive,wold_positive,"豆, dòu",đậu,pos_0006192
curɨk,куй,Bezhta,the camel,Animals,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,curɨk,куй,noncognate_external_0009693
zanja,sanja,Yaqui,the ditch,Agriculture and vegetation,Noun,7025.0,Yaqui-8-17-1,63358.0,32.0,32.0,yaqu1251,Spanish,stan1288,8-17,2002.0,DITCH,1. clearly borrowed,1.0,,,1,positive,wold_positive,zanja,sanja,pos_0006712
adaman,'yár̃ túnkìyáa,Hausa,the lamb,Animals,Noun,10736.0,Hausa-3-29-2,10859.0,4.0,4.0,haus1257,Berber,,3-29,820.0,LAMB,5. no evidence for borrowing,0.0,,,1,positive,wold_positive,adaman,'yár̃ túnkìyáa,pos_0010291
tу́häшим,tuɣɵni:,Gurindji,to extinguish,The physical world,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,tу́häшим,tuɣɵni:,cognate_external_0005788
йирак,əráq,Tarifiyt Berber,to look,Sense perception,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,йирак,əráq,cognate_external_0008806
узакъ,ɯɾᴀːẍ̠,Saramaccan,the vulva,The body,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,узакъ,ɯɾᴀːẍ̠,cognate_external_0008496
aen,aen,Takia,the iron,Basic actions and technology,Noun,1422.0,Takia-9-67-1,54106.0,29.0,29.0,taki1248,Tok Pisin,tokp1240,9-67,621.0,IRON,1. clearly borrowed,1.0,,,1,positive,wold_positive,aen,aen,pos_0001393
πούς,ашо,Q'eqchi',the tap/faucet,Modern world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,πούς,ашо,noncognate_external_0005052
uraχ,əráq,Gurindji,the prawns or shrimp,Animals,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,uraχ,əráq,cognate_external_0008800
jawāb,jàwáabìi,Hausa,the speech,Speech and language,Noun,11108.0,Hausa-18-222-1,12065.0,4.0,4.0,haus1257,Arabic,stan1318,18-222,1115.0,SPEECH,1. clearly borrowed,1.0,,,1,positive,wold_positive,jawāb,jàwáabìi,pos_0010583
jürak,jɘrjæk,Saramaccan,the jewel,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jürak,jɘrjæk,cognate_external_0007403
ákúp,múrúi,Sakha,to rule or govern,Social and political relations,Verb,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ákúp,múrúi,noncognate_external_0001501
tīzi,hashigo,Japanese,the ladder,The house,Noun,1967.0,Japanese-7-37-1,20499.0,21.0,21.0,nucl1643,Chinese,mand1415,7-37,1464.0,LADDER,5. no evidence for borrowing,0.0,,,1,positive,wold_positive,tīzi,hashigo,pos_0001924
oʃ,ошо,Lower Sorbian,the pocket,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,oʃ,ошо,cognate_external_0005331
"*buŋa, *baŋa",hana (2),Japanese,the flower,Agriculture and vegetation,Noun,1991.0,Japanese-8-57-1,20591.0,21.0,21.0,nucl1643,Proto-Malayo-Polynesian,,8-57,239.0,FLOWER,3. perhaps borrowed,0.5,,,1,positive,wold_positive,"*buŋa, *baŋa",hana (2),pos_0001945
kastrjulja,köstörüːle,Sakha,the pot,Food and drink,Noun,17120.0,Sakha-5-26-4,45387.0,19.0,19.0,yaku1245,Russian,russ1263,5-26,1462.0,POT,1. clearly borrowed,1.0,,,1,positive,wold_positive,kastrjulja,köstörüːle,pos_0016299
sürɛx,jɘrjæk,Vietnamese,the poncho,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,sürɛx,jɘrjæk,cognate_external_0001247
àm,míntú,Ket,the pig,Animals,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,àm,míntú,noncognate_external_0005693
aši·ksna,akša',Archi,the young man,Kinship,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,aši·ksna,akša',cognate_external_0004034
dschuragym,amarduː,Seychelles Creole,the custom,Social and political relations,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,dschuragym,amarduː,noncognate_external_0009107
xənzər,axənza,Tarifiyt Berber,the boil,The body,Noun,5281.0,TarifiytBerber-4-856-1,1744.0,6.0,6.0,tari1263,Arabic (Moroccan),moro1292,4-856,793.0,BOIL (OF SKIN),1. clearly borrowed,1.0,,,1,positive,wold_positive,xənzər,axənza,pos_0005024
"зюрякъ,",mogaji,Tarifiyt Berber,to vomit,The body,Verb,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,"зюрякъ,",mogaji,noncognate_external_0009838
ukol,ukuol,Sakha,the injection,Modern world,Noun,17564.0,Sakha-23-23-1,46441.0,19.0,19.0,yaku1245,Russian,russ1263,23-23,1805.0,INJECTION,1. clearly borrowed,1.0,,,1,positive,wold_positive,ukol,ukuol,pos_0016704
ascha,akšə̑mə̑ms,Tarifiyt Berber,similar,Spatial relations,Adjective,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ascha,akšə̑mə̑ms,cognate_external_0004308
tas,ɟɵˈʟɔ,Wichí,the bill,Possession,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,tas,ɟɵˈʟɔ,cognate_external_0002996
kār,kazi,Swahili,the work,Basic actions and technology,Noun,21392.0,Swahili-9-12-1,52436.0,1.0,1.0,swah1253,Hindi-Urdu,urdu1245,9-12,984.0,WORK (LABOUR),3. perhaps borrowed,0.5,,,1,positive,wold_positive,kār,kazi,pos_0020390
aɣoga,akšə̑ńä,Tarifiyt Berber,the lunch,Food and drink,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,aɣoga,akšə̑ńä,noncognate_external_0001107
óscha,ascha,Saramaccan,similar,Spatial relations,Adjective,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,óscha,ascha,cognate_external_0009568
йөрәк,múina,Indonesian,the bus,Modern world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,йөрәк,múina,noncognate_external_0005208
village,village,English,the village,Social and political relations,Noun,10540.0,English-19-16-1,8272.0,13.0,13.0,stan1293,French,stan1290,19-16,930.0,VILLAGE,1. clearly borrowed,1.0,,,1,positive,wold_positive,village,village,pos_0010105
doctor,duchtaŕ,Lower Sorbian,the physician,The body,Noun,18542.0,LowerSorbian-4-87-1,28056.0,10.0,10.0,lowe1385,Latin,,4-87,597.0,PHYSICIAN,1. clearly borrowed,1.0,,,1,positive,wold_positive,doctor,duchtaŕ,pos_0017629
akšə̑pńan,ош,Gurindji,the daughter-in-law (of a woman),Kinship,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akšə̑pńan,ош,cognate_external_0005278
continente,kontineent,Q'eqchi',the mainland,The physical world,Noun,3595.0,Qeqchi-1-26-1,40656.0,34.0,34.0,kekc1242,Spanish,stan1288,1-26,166.0,MAINLAND,1. clearly borrowed,1.0,,,1,positive,wold_positive,continente,kontineent,pos_0003507
llevar en ancas,angkashün,Mapudungun,to give a ride,Motion,Verb,3425.0,Mapudungun-10-99905-1,35012.0,41.0,41.0,mapu1245,Spanish,stan1288,10-99905,,,1. clearly borrowed,1.0,,,1,positive,wold_positive,llevar en ancas,angkashün,pos_0003337
акша,о́шо,English,the paddy,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,акша,о́шо,cognate_external_0004701
